MATCH_LEVEL,MATCH_TYPE,CRB_NO,CRB_CLIENT_NAME,CRB_TOTAL_AMOUNT,CRB_SI_NO,CRB_DATE,SAASANT_REFERENCE_NO,SAASANT_CUSTOMER,SAASANT_TOTAL,SAASANT_QB_INVOICE_ID,SAASANT_QbId,SAASANT_Ref No (Payment No),SAASANT_Payment Date,SAASANT_Customer,SAASANT_Payment method,SAASANT_Deposit To Account Name,SAASANT_Invoice No,SAASANT_Journal No,SAASANT_QB Journal Id,SAASANT_QB Invoice Id,SAASANT_QB Credit Memo Id,SAASANT_Credit Memo No,SAASANT_Amount,SAASANT_Total,SAASANT_Reference No,SAASANT_Memo,SAASANT_Currency Code,SAASANT_Exchange Rate
1,Reference No,4467,AQUA LA FUENTE WRS,700.0,374400.0,2024-05-29,4467,AQUA LA FUENTE WRS,700.0,321742,335784,,2024-05-29,AQUA LA FUENTE WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374400,,,321742.0,,,700.0,700.0,4467,,PHP,
1,Reference No,4466,JMCK MASINO WRS,700.0,374619.0,2024-05-29,4466,JMCK MASINO WRS,700.0,321953,335783,,2024-05-29,JMCK MASINO WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374619,,,321953.0,,,700.0,700.0,4466,,PHP,
1,Reference No,4465,PAVIATI WRS,700.0,374399.0,2024-05-29,4465,PAVIATI WRS,700.0,321741,335782,,2024-05-29,PAVIATI WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374399,,,321741.0,,,700.0,700.0,4465,,PHP,
1,Reference No,4464,SWEET BITES THE DESSERT SHOP,700.0,374398.0,2024-05-29,4464,SWEET BITES THE DESSERT SHOP,700.0,321740,335781,,2024-05-29,SWEET BITES THE DESSERT SHOP,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374398,,,321740.0,,,700.0,700.0,4464,,PHP,
1,Reference No,4472,ZAMZAM WRS,700.0,374404.0,2024-05-29,4472,ZAMZAM WRS,700.0,321756,335792,,2024-05-29,ZAMZAM WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374404,,,321756.0,,,700.0,700.0,4472,,PHP,
1,Reference No,4471,WATER GOURMET WRS,700.0,374403.0,2024-05-29,4471,WATER GOURMET WRS,700.0,321755,335790,,2024-05-29,WATER GOURMET WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374403,,,321755.0,,,700.0,700.0,4471,,PHP,
1,Reference No,4470,JACOB'S WELL WRS,700.0,374402.0,2024-05-29,4470,JACOB'S WELL WRS,700.0,321754,335788,,2024-05-29,JACOB'S WELL WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374402,,,321754.0,,,700.0,700.0,4470,,PHP,
1,Reference No,4469,GALLOS WRS,700.0,374401.0,2024-05-29,4469,GALLOS WRS,700.0,321743,335786,,2024-05-29,GALLOS WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374401,,,321743.0,,,700.0,700.0,4469,,PHP,
1,Reference No,4474,PURE FRESH WRS,700.0,374406.0,2024-05-29,4474,PURE FRESH WRS,700.0,321758,335801,,2024-05-29,PURE FRESH WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374406,,,321758.0,,,700.0,700.0,4474,,PHP,
1,Reference No,4473,AQUABELL WRS,700.0,374405.0,2024-05-29,4473,AQUABELL WRS,700.0,321757,335800,,2024-05-29,AQUABELL WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374405,,,321757.0,,,700.0,700.0,4473,,PHP,
1,Reference No,4478,AGUA THANNEA PWRS,700.0,374411.0,2024-05-29,4478,AGUA THANNEA PWRS,400.0,321762,335805,,2024-05-29,AGUA THANNEA PWRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374411,,,321762.0,,,400.0,400.0,4478,,PHP,
1,Reference No,4477,LIVE PURE WATER REFILLING,700.0,374409.0,2024-05-29,4477,LIVE PURE WATER REFILLING,400.0,321761,335804,,2024-05-29,LIVE PURE WATER REFILLING,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374409,,,321761.0,,,400.0,400.0,4477,,PHP,
1,Reference No,4476,SAN AGUSTIN WATER WROSK LEV 3,700.0,374408.0,2024-05-29,4476,SAN AGUSTIN WATER WROSK LEV 3,400.0,321760,335803,,2024-05-29,SAN AGUSTIN WATER WROSK LEV 3,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374408,,,321760.0,,,400.0,400.0,4476,,PHP,
1,Reference No,4475,GOLDEN CLEAR WRS,700.0,374407.0,2024-05-29,4475,GOLDEN CLEAR WRS,400.0,321759,335802,,2024-05-29,GOLDEN CLEAR WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374407,,,321759.0,,,400.0,400.0,4475,,PHP,
1,Reference No,4482,AZURE WRS,700.0,374415.0,2024-05-29,4482,AZURE WRS,400.0,321766,335811,,2024-05-29,AZURE WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374415,,,321766.0,,,400.0,400.0,4482,,PHP,
1,Reference No,4481,FLOWING GRACE H2O WATER,700.0,374414.0,2024-05-29,4481,FLOWING GRACE H2O WATER,400.0,321765,335809,,2024-05-29,FLOWING GRACE H2O WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374414,,,321765.0,,,400.0,400.0,4481,,PHP,
1,Reference No,4480,JARS WRS,700.0,374413.0,2024-05-29,4480,JARS WRS,400.0,321764,335807,,2024-05-29,JARS WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374413,,,321764.0,,,400.0,400.0,4480,,PHP,
1,Reference No,4479,AQUA MANTES,700.0,374412.0,2024-05-29,4479,AQUA MANTES,400.0,321763,335806,,2024-05-29,AQUA MANTES,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374412,,,321763.0,,,400.0,400.0,4479,,PHP,
1,Reference No,4484,H & JT WRS,700.0,374417.0,2024-05-29,4484,H & JT WRS,400.0,321768,335821,,2024-05-29,H & JT WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374417,,,321768.0,,,400.0,400.0,4484,,PHP,
1,Reference No,4483,HYDRO PLUS WRS,700.0,374416.0,2024-05-29,4483,HYDRO PLUS WRS,400.0,321767,335820,,2024-05-29,HYDRO PLUS WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374416,,,321767.0,,,400.0,400.0,4483,,PHP,
1,Reference No,4490,REAL WATER WRS,700.0,374423.0,2024-05-29,4490,REAL WATER WRS,400.0,321785,335827,,2024-05-29,REAL WATER WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374423,,,321785.0,,,400.0,400.0,4490,,PHP,
1,Reference No,4489,NUESTRA DE SALVACION PARISH CHURCH DEEPWELL,700.0,374422.0,2024-05-29,4489,NUESTRA DE SALVACION PARISH CHURCH DEEPWELL,400.0,321773,335826,,2024-05-29,NUESTRA DE SALVACION PARISH CHURCH DEEPWELL,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374422,,,321773.0,,,400.0,400.0,4489,,PHP,
1,Reference No,4488,DAVEN LIVING WATER REFILLING STATION,700.0,374421.0,2024-05-29,4488,DAVEN LIVING WATER REFILLING STATION,400.0,321772,335825,,2024-05-29,DAVEN LIVING WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374421,,,321772.0,,,400.0,400.0,4488,,PHP,
1,Reference No,4487,RDSAC,700.0,374420.0,2024-05-29,4487,RDSAC,400.0,321771,335824,,2024-05-29,RDSAC,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374420,,,321771.0,,,400.0,400.0,4487,,PHP,
1,Reference No,4486,MEGA CRYSTAL BACHAWAN,700.0,374419.0,2024-05-29,4486,MEGA CRYSTAL BACHAWAN,400.0,321770,335823,,2024-05-29,MEGA CRYSTAL BACHAWAN,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374419,,,321770.0,,,400.0,400.0,4486,,PHP,
1,Reference No,4485,MEGA CRYSTAL POBLACION,700.0,374418.0,2024-05-29,4485,MEGA CRYSTAL POBLACION,400.0,321769,335822,,2024-05-29,MEGA CRYSTAL POBLACION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374418,,,321769.0,,,400.0,400.0,4485,,PHP,
1,Reference No,4492,HCE PURIFIED DRINKING WATER,700.0,374426.0,2024-05-29,4492,HCE PURIFIED DRINKING WATER,400.0,321787,335829,,2024-05-29,HCE PURIFIED DRINKING WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374426,,,321787.0,,,400.0,400.0,4492,,PHP,
1,Reference No,4491,B FRESH WRS,700.0,374424.0,2024-05-29,4491,B FRESH WRS,400.0,321786,335828,,2024-05-29,B FRESH WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374424,,,321786.0,,,400.0,400.0,4491,,PHP,
1,Reference No,4493,BALADJAY BAKERY L-3,4700.0,374427.0,2024-05-29,4493,BALADJAY BAKERY L-3,2400.0,321788,335830,,2024-05-29,BALADJAY BAKERY L-3,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374427,,,321788.0,,,2400.0,2400.0,4493,,PHP,
1,Reference No,4499,SITIO GUNTAC-AN WATER SYSTEM TAAS,700.0,374433.0,2024-05-29,4499,SITIO GUNTAC-AN WATER SYSTEM TAAS,400.0,321794,335836,,2024-05-29,SITIO GUNTAC-AN WATER SYSTEM TAAS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374433,,,321794.0,,,400.0,400.0,4499,,PHP,
1,Reference No,4498,SITIO GUNTAC-AN WATER SYSTEM BABA,700.0,374432.0,2024-05-29,4498,SITIO GUNTAC-AN WATER SYSTEM BABA,400.0,321793,335835,,2024-05-29,SITIO GUNTAC-AN WATER SYSTEM BABA,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374432,,,321793.0,,,400.0,400.0,4498,,PHP,
1,Reference No,4497,WATER MARKET,700.0,374431.0,2024-05-29,4497,WATER MARKET,400.0,321792,335834,,2024-05-29,WATER MARKET,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374431,,,321792.0,,,400.0,400.0,4497,,PHP,
1,Reference No,4496,CARRES WATER STATION,700.0,374430.0,2024-05-29,4496,CARRES WATER STATION,400.0,321791,335833,,2024-05-29,CARRES WATER STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374430,,,321791.0,,,400.0,400.0,4496,,PHP,
1,Reference No,4495,MEGA CRYSTAL WRS,4700.0,374429.0,2024-05-29,4495,MEGA CRYSTAL WRS,2400.0,321790,335832,,2024-05-29,MEGA CRYSTAL WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374429,,,321790.0,,,2400.0,2400.0,4495,,PHP,
1,Reference No,4494,DOBS L-3,4700.0,374428.0,2024-05-29,4494,DOBS L-3,2400.0,321789,335831,,2024-05-29,DOBS L-3,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374428,,,321789.0,,,2400.0,2400.0,4494,,PHP,
1,Reference No,4500,MENDOZA WRS,700.0,374547.0,2024-05-29,4500,MENDOZA WRS,400.0,321837,335837,,2024-05-29,MENDOZA WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374547,,,321837.0,,,400.0,400.0,4500,,PHP,
1,Reference No,4649,NEPHROLIFE DIALYSIS CENTER CO.,3000.0,368651.0,2024-05-29,4649,NEPHROLIFE DIALYSIS CENTER CO.,3000.0,316113,335854,,2024-05-29,NEPHROLIFE DIALYSIS CENTER CO.,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,368651,,,316113.0,,,1500.0,3000.0,4649,,PHP,
1,Reference No,4688,BERMUDA DRIVE INN HOTEL,700.0,373498.0,2024-05-31,4688,BERMUDA DRIVE INN HOTEL,700.0,320938,335859,,2024-05-31,BERMUDA DRIVE INN HOTEL,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,373498,,,320938.0,,,700.0,700.0,4688,,PHP,
1,Reference No,4687,CAFÉ FRANCE CORP.,700.0,374352.0,2024-05-31,4687,CAFÉ FRANCE CORP.,700.0,321703,335858,,2024-05-31,CAFÉ FRANCE CORP.,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374352,,,321703.0,,,700.0,700.0,4687,,PHP,
1,Reference No,4686,YIPMAKYAN EATERY,350.0,373500.0,2024-05-31,4686,YIPMAKYAN EATERY,350.0,320940,335857,,2024-05-31,YIPMAKYAN EATERY,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,373500,,,320940.0,,,350.0,350.0,4686,,PHP,
1,Reference No,4685,MEYCAUYAN DOCTORS DIALYSIS CENTER,600.0,,2024-05-31,4685,MEYCAUYAN DOCTORS DIALYSIS CENTER,600.0,,335856,,2024-05-31,MEYCAUYAN DOCTORS DIALYSIS CENTER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,600.0,600.0,4685,,PHP,
1,Reference No,4684,IVAN WATER STATION,700.0,,2024-05-31,4684,IVAN WATER STATION,700.0,,335855,,2024-05-31,IVAN WATER STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,700.0,700.0,4684,,PHP,
1,Reference No,4689,LUCKY 8 DELICIOUS BREAD,350.0,373499.0,2024-05-31,4689,LUCKY 8 DELICIOUS BREAD,350.0,320939,335860,,2024-05-31,LUCKY 8 DELICIOUS BREAD,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,373499,,,320939.0,,,350.0,350.0,4689,,PHP,
1,Reference No,4694,MCDONALD'S- BARANGKA DRIVE,2100.0,373513.0,2024-05-31,4694,MCDONALD'S- BARANGKA DRIVE,2100.0,320961,335867,,2024-05-31,MCDONALD'S- BARANGKA DRIVE,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,373513,,,320961.0,,,1650.0,2100.0,4694,,PHP,
1,Reference No,4693,ST. JOHN MARY VIANNEY,350.0,373508.0,2024-05-31,4693,ST. JOHN MARY VIANNEY,350.0,320947,335865,,2024-05-31,ST. JOHN MARY VIANNEY,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,373508,,,320947.0,,,350.0,350.0,4693,,PHP,
1,Reference No,4691,BIOCOSLECH PHILIPPINES CORP.,1500.0,373503.0,2024-05-31,4691,BIOCOSLECH PHILIPPINES CORP.,1500.0,320943,335863,,2024-05-31,BIOCOSLECH PHILIPPINES CORP.,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,373503,,,320943.0,,,1100.0,1500.0,4691,,PHP,
1,Reference No,4690,HAYASHI JAPANESE RESTAURANT,750.0,373502.0,2024-05-31,4690,HAYASHI JAPANESE RESTAURANT,750.0,320942,335861,,2024-05-31,HAYASHI JAPANESE RESTAURANT,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,373502,,,320942.0,,,550.0,750.0,4690,,PHP,
1,Reference No,4698,MIGHTEE MART- KALENTONG 85,350.0,373510.0,2024-05-31,4698,MIGHTEE MART- KALENTONG 85,350.0,320959,335876,,2024-05-31,MIGHTEE MART- KALENTONG 85,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,373510,,,320959.0,,,350.0,350.0,4698,,PHP,
1,Reference No,4697,MCDONALD'S-  MARKET PLACE,1050.0,373509.0,2024-05-31,4697,MCDONALD'S-  MARKET PLACE,1050.0,320958,335874,,2024-05-31,MCDONALD'S-  MARKET PLACE,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,373509,,,320958.0,,,1050.0,1050.0,4697,,PHP,
1,Reference No,4696,8 WACK-WACK ROAD CONDOMINIUM,1200.0,373506.0,2024-05-31,4696,8 WACK-WACK ROAD CONDOMINIUM,1200.0,320945,335872,,2024-05-31,8 Wack-Wack Road Condominium,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,373506,,,320945.0,,,1100.0,1200.0,4696,,PHP,
1,Reference No,4695,"ARMY NAVY BURGDER, INC.",700.0,372424.0,2024-05-31,4695,"ARMY NAVY BURGDER, INC.",700.0,317846,335869,,2024-05-31,"ARMY NAVY BURGDER, INC.",Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372424,,,317846.0,,,700.0,700.0,4695,,PHP,
1,Reference No,726279,TROPICAL HUT FOOD MARKET,1400.0,373102.0,2024-05-29,726279,TROPICAL HUT FOOD MARKET,1400.0,320554,335884,,2024-05-29,Tropical Hut Food Market,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,373102,,,320554.0,,,1400.0,1400.0,726279,,PHP,
1,Reference No,726278,COUNTRY NOODLES,1400.0,373105.0,2024-05-29,726278,COUNTRY NOODLES,1400.0,320556,335883,,2024-05-29,COUNTRY NOODLES,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,373105,,,320556.0,,,1400.0,1400.0,726278,,PHP,
1,Reference No,726277,KFC/BARTLE BEYL INC,2800.0,373103.0,2024-05-29,726277,KFC/BARTLE BEYL INC,2800.0,320555,335882,,2024-05-29,KFC/BARTLE BEYL INC,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,373103,,,320555.0,,,2800.0,2800.0,726277,,PHP,
1,Reference No,4973,SAN MATEO DOCTORS HOSPITAL INC,1500.0,370095.0,2024-05-29,4973,SAN MATEO DOCTORS HOSPITAL INC,1500.0,318195,335881,,2024-05-29,SAN MATEO DOCTORS HOSPITAL INC,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,370095,,,318195.0,,,1500.0,1500.0,4973,,PHP,
1,Reference No,726281,SYSO INTERNATIONAL INC.,2058.0,360592.0,2024-05-29,726281,SYSO INTERNATIONAL INC.,2058.0,307537,335885,,2024-05-29,SYSO INTERNATIONAL INC.,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,360592,,,307537.0,,,1500.0,2058.0,726281,,PHP,
1,Reference No,729747,J. FERNANDEZ,900.0,372852.0,2024-05-29,729747,J. FERNANDEZ,900.0,318741,335896,,2024-05-29,J. FERNANDEZ,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372852,,,318741.0,,,900.0,900.0,729747,,PHP,
1,Reference No,731297,LG HEALTH CARE INC,1470.0,374094.0,2024-05-30,731297,LG HEALTH CARE INC,1470.0,321390,335901,,2024-05-30,LG HEALTH CARE INC,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,374094,,,321390.0,,,1470.0,1470.0,731297,,PHP,
1,Reference No,4990,RENAL SOLUTION DIALYSIS CENTER CO,1500.0,355187.0,2024-05-29,4990,RENAL SOLUTIONS  DIALYSIS CENTER CO.,1500.0,295308,415182,,2024-05-29,RENAL SOLUTIONS  DIALYSIS CENTER CO.,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,355187,,,295308.0,,,1500.0,1500.0,4990,,PHP,
1,Reference No,4998,RENAL LIFECARE DIALYSIS CO,1500.0,355184.0,2024-05-29,4998,RENAL LIFECARE DIALYSIS CO.,1500.0,295305,415188,,2024-05-29,RENAL LIFECARE DIALYSIS CO.,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,355184,,,295305.0,,,1500.0,1500.0,4998,,PHP,
1,Reference No,4997,GOOD SHEPHERD HOSP. RENAL CENT. CO,1500.0,355182.0,2024-05-29,4997,THE GOOD SHEPHERD HOSPITAL RENAL CENTER CO.,1500.0,295304,415187,,2024-05-29,THE GOOD SHEPHERD HOSPITAL RENAL CENTER CO.,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,355182,,,295304.0,,,1500.0,1500.0,4997,,PHP,
1,Reference No,4995,PRO RENAL SPECIALIST DIALYSIS CENTER,1500.0,355189.0,2024-05-29,4995,PRO RENAL SPECIALIST DIALYSIS CENTER - BALIUAG,1500.0,295309,415186,,2024-05-29,PRO RENAL SPECIALIST DIALYSIS CENTER - BALIUAG,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,355189,,,295309.0,,,1500.0,1500.0,4995,,PHP,
1,Reference No,4993,RENAL CENTER AND MULTISPECIALTY CLINIC,1500.0,355186.0,2024-05-29,4993,RENAL CENTER AND MULTISPECIALTY CLINIC CORP.,1500.0,295307,415185,,2024-05-29,RENAL CENTER AND MULTISPECIALTY CLINIC CORP.,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,355186,,,295307.0,,,1500.0,1500.0,4993,,PHP,
1,Reference No,4992,PRO RENAL SPECIALIST DIALYSIS CENTER,1500.0,355181.0,2024-05-29,4992,PRO RENAL SPECIALIST DIALYSIS CENTER - BOCAUE,1500.0,295303,415184,,2024-05-29,PRO RENAL SPECIALIST DIALYSIS CENTER - BOCAUE,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,355181,,,295303.0,,,1500.0,1500.0,4992,,PHP,
1,Reference No,4991,NEPHROLIFE DIALYSIS CENTER CO,1500.0,355185.0,2024-05-29,4991,NEPHROLIFE DIALYSIS CENTER CO.,1500.0,295306,415183,,2024-05-29,NEPHROLIFE DIALYSIS CENTER CO.,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,355185,,,295306.0,,,1500.0,1500.0,4991,,PHP,
1,Reference No,4999,PRO RENAL SPECIALIST DIALYSIS CENTER,1500.0,352821.0,2024-05-29,4999,PRO RENAL SPECIALIST DIALYSIS CENTER CORP.,1500.0,295037,415189,,2024-05-29,PRO RENAL SPECIALIST DIALYSIS CENTER CORP.,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,352821,,,295037.0,,,1500.0,1500.0,4999,,PHP,
1,Reference No,1149,YOSHINOYA JOLLIBEE FOODS INC,2250.0,370936.0,2024-05-13,1149,SMM YOSHINOYA,2250.0,302241,415603,,2024-05-13,SMM YOSHINOYA,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,370936,,,302241.0,,,2100.0,2250.0,1149,,PHP,
1,Reference No,1145,EASY TIGER,350.0,366802.0,2024-05-13,1145,EASY TIGER GREENHILLS,350.0,154194,415601,,2024-05-13,Easy Tiger Greenhills,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,366802,,,154194.0,,,350.0,350.0,1145,,PHP,
1,Reference No,1178,18 FOLDS PH CORP,550.0,370912.0,2024-05-02,1178,18 FOLDS PH CORP,550.0,317095,415609,,2024-05-02,18 FOLDS PH CORP,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,370912,,,317095.0,,,500.0,550.0,1178,,PHP,
1,Reference No,1150,ANCECAR SPECIALTY FOODS INC,700.0,370971.0,2024-05-13,1150,SMM CONTI'S MANILA,700.0,302256,415605,,2024-05-13,SMM CONTI'S MANILA,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,370971,,,302256.0,,,700.0,700.0,1150,,PHP,
1,Reference No,1182,DOMINO'S PIZZA,900.0,370729.0,2024-05-07,1182,DOMINO'S PIZZA  83914,900.0,301006,415617,,2024-05-07,DOMINO'S PIZZA  83914,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,370729,,,301006.0,,,900.0,900.0,1182,,PHP,
1,Reference No,1181,NATURE'S EMM'S WRS,2550.0,370731.0,2024-05-07,1181,NATURE'S EMM'S WRS,2550.0,,415616,,2024-05-07,NATURE'S EMM'S WRS,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,,,,,,,2550.0,2550.0,1181,,PHP,
1,Reference No,1188,MAIN STREAM WRS,550.0,370734.0,2024-05-07,1188,MAIN STREAM WRS,550.0,301011,415626,,2024-05-07,MAIN STREAM WRS,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,370734,,,301011.0,,,550.0,550.0,1188,,PHP,
1,Reference No,1187,7 ELEVEN FOOD STORE,550.0,370722.0,2024-05-07,1187,7 ELEVEN FOOD STORE,550.0,300999,415623,,2024-05-07,7 ELEVEN FOOD STORE,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,370722,,,300999.0,,,550.0,550.0,1187,,PHP,
1,Reference No,1186,KING BEE CHINESE FOOD RESTAURANT,550.0,370724.0,2024-05-07,1186,KING BEE CHINESE FOOD RESTAURANT,550.0,301001,415621,,2024-05-07,KING BEE CHINESE FOOD RESTAURANT,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,370724,,,301001.0,,,550.0,550.0,1186,,PHP,
1,Reference No,1184,CRISTHEA WRS,550.0,370732.0,2024-05-07,1184,CRISTHEA WRS,550.0,301009,415619,,2024-05-07,CRISTHEA WRS,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,370732,,,301009.0,,,550.0,550.0,1184,,PHP,
1,Reference No,1193,CELMAR'S PURIFIED DRINKING WATER,550.0,370730.0,2024-05-07,1193,CELMAR'S PURIFIED DRINKING WATER,550.0,301007,415632,,2024-05-07,CELMAR'S PURIFIED DRINKING WATER,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,370730,,,301007.0,,,550.0,550.0,1193,,PHP,
1,Reference No,1189,LA TRAVIESA HOTEL CORP,550.0,370725.0,2024-05-07,1189,LA TRAVIESA HOTEL GROUP,550.0,301002,415628,,2024-05-07,LA TRAVIESA HOTEL GROUP,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,370725,,,301002.0,,,550.0,550.0,1189,,PHP,
